Maisonette Product ID,Action,position,name,icon_file_name,description,meta_title,meta_description,meta_keywords,short_description,attribute_1,attribute_2,included_in_navigation,featured,hidden,banner_file_name,Taxonomy Name,Tags,Stock Location,POC - Owned
,D,0,Age of Innocence,"https://images.salsify.com/image/upload/s--PVrya33l--/c_crop,ar_1:1/p2pjlfwn6tz2igqdwfcp.jpg",,Brand - Age of Innocence,"Shop for Age of Innocence at maisonette.com. Your favorite children’s luxury brands and independent boutiques for your boy or girl. Shop Maisonette for the best in kid and baby clothing, accessories, home, furniture, decor, or toys.","Brand, Age of Innocence, Maisonette, Kids, Baby, Children , Accessories, Clothing, Gifts, Home, Toys","Age of Innocence is a European footwear brand for girls from 0 to 8.The philosophy of Age of Innocence is all about celebrating childhood and creating lifetime memories. The brand’s DNA is a combination of femininity, timeless elegance, chic and a slight retro flair with a contemporary twist. The brand draws inspiration from romance, history, vintage baby shoes and paintings of great artists, while adding a contemporary touch for a modern, yet timeless look.An Age of Innocence girl is quintessentially a city girl, romantic and strong, a daydreamer with a very specific point of view.We create shoes that a baby girl would love to wear and something that will be part of her memories as she grows up. All the pieces are handcrafted using quality materials with a great attention to every tiny detail - they will walk with your little ones as they take those first steps and get comfortable with wearing shoes.",London,,FALSE,FALSE,FALSE,,Brand,,,Indigenous Founded;Asian American & Pacific Islander Founded
